Name,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
Chalco Boffa,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Metro BH1 Xinfa,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Weiqiao Self Supply,20.14216978,20.14216978,17.68400134,18.263134100000002,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
SPIC,23.62306187,23.62306187,19.64177263,19.94800457,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Gove,29.22040831,29.22040831,23.32841065,26.55587967,21.45150987,10.0,22.5080396,22.26715391,22.16793957,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444
Vietnam Others,30.0,30.0,26.6662338,27.30872183,21.83604328,10.0,23.67490696,23.52644951,23.44806393,23.80658383,23.80658383,23.80658383,23.80658383,23.80658383,23.80658383,23.80658383,23.80658383,23.80658383,23.80658383,23.80658383,23.80658383,23.80658383,23.80658383,23.80658383,23.80658383,23.80658383,23.80658383
Other,31.89260607,31.89260607,27.66248129,28.34400443,30.0,10.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
Dian Dian,32.18562778,32.18562778,27.74031973,29.47705532,30.76167924,10.0,32.48732578,31.82685594,31.58008504,32.16504883,32.16504883,32.16504883,32.16504883,32.16504883,32.16504883,32.16504883,32.16504883,32.16504883,32.16504883,32.16504883,32.16504883,32.16504883,32.16504883,32.16504883,32.16504883,32.16504883,32.16504883
Solomon Islands,33.67632417,33.67632417,27.84349979,30.0,33.52302311,21.13839208,36.05504323,34.66499343,34.59421756,34.41847696,34.41847696,34.41847696,34.41847696,34.41847696,34.41847696,34.41847696,34.41847696,34.41847696,34.41847696,34.41847696,34.41847696,34.41847696,34.41847696,34.41847696,34.41847696,34.41847696,34.41847696
Metro LT,33.97448041,33.97448041,29.376793100000004,31.3141252,34.45736719,23.08558885,36.6393613,35.39864863,35.32754187,34.86614515,34.86614515,34.86614515,34.86614515,34.86614515,34.86614515,34.86614515,34.86614515,34.86614515,34.86614515,34.86614515,34.86614515,34.86614515,34.86614515,34.86614515,34.86614515,34.86614515,34.86614515
Metro BH1,34.12367888,34.12367888,29.40952688,31.64071251,35.59258063,29.26344786,37.98723805,35.81598909,35.68686202,35.60074076,35.60074076,35.60074076,35.60074076,35.60074076,35.60074076,35.60074076,35.60074076,35.60074076,35.60074076,35.60074076,35.60074076,35.60074076,35.60074076,35.60074076,35.60074076,35.60074076,35.60074076
West Kalimantan,35.65134625,35.65134625,29.52626169,32.74850116,36.22208882,30.0,38.28516441,36.283874499999996,36.09648781,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459
Weipa,35.8549868,35.8549868,29.71731668,32.86815723,36.77779618,34.84476242,38.63697702,37.61582645,37.299928,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938
Huntly,36.29363533,36.29363533,30.0,33.87609956,36.98630481,34.89339318,38.73642526,37.67561257,38.00012859,38.29146584,38.29146584,38.29146584,38.29146584,38.29146584,38.29146584,38.29146584,38.29146584,38.29146584,38.29146584,38.29146584,38.29146584,38.29146584,38.29146584,38.29146584,38.29146584,38.29146584,38.29146584
GAC,37.04358603,37.04358603,30.73739109,35.17044861,38.277423999999996,35.1660266,39.01655687,38.27607254,38.14652237,38.6532027,38.6532027,38.6532027,38.6532027,38.6532027,38.6532027,38.6532027,38.6532027,38.6532027,38.6532027,38.6532027,38.6532027,38.6532027,38.6532027,38.6532027,38.6532027,38.6532027,38.6532027
Dynamic,37.67446598,37.67446598,31.81898988,35.50570689999999,39.19176322,35.37396855,39.91963647,38.30609939,38.15568196,39.00633784,39.5269668,39.5269668,39.5269668,39.5269668,39.5269668,39.5269668,39.5269668,39.5269668,39.5269668,39.5269668,39.5269668,39.5269668,39.5269668,39.5269668,39.5269668,39.5269668,39.5269668
CBG,37.93472451,37.93472451,31.98971179,36.12362629,39.53497219,35.43827152,40.45092835,39.11824899,38.81919255,39.5269668,39.5595596,40.08820772,40.12509923,40.12509923,40.12509923,40.12509923,40.12509923,40.12509923,40.12509923,40.12509923,40.12509923,40.12509923,40.12509923,40.12509923,40.12509923,40.12509923,40.12509923
Henan-Chine,38.65453558,38.65453558,32.725842300000004,37.80085625,40.34631823,36.05320342,40.58133644,39.78355583,39.53399366,40.12509923,40.12509923,40.12509923,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302
AMC,39.13902274,39.13902274,32.91981318,38.05202727,42.06292967,37.23318804,40.70724826,40.00115121,39.73375958,40.36659302,40.36659302,40.36659302,40.59854029,41.09422062,41.11312995,41.11312995,41.11312995,41.11312995,41.11312995,41.11312995,41.11312995,41.11312995,41.11312995,41.11312995,41.11312995,41.11312995,41.11312995
Alufer (Bel Air),39.13902274,39.13902274,33.46269172,38.26377253,42.49010538,38.0127955,41.42545625,40.77401911,40.52589368,41.11312995,41.11312995,41.11312995,41.11312995,41.11312995,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318
Amrun,39.3854715,39.3854715,33.66560224,38.713432399999995,43.36076609,38.1644024,41.61206247,40.86668586,40.58733988,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768
AMRUN HT,40.46439485,40.46439485,33.72552267,38.75443121,43.51629769,38.76788525,42.65601815,41.991645399999996,41.64662191,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768
Juruti,40.46895542,40.46895542,34.40218133,39.71223248,43.68418763,39.97224573,42.65601815,42.345525200000004,42.20211533,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.57755155,42.050015,42.38301048,42.38301048,42.38301048,42.38301048,42.38301048,42.38301048,42.38301048,42.38301048,42.38301048,42.38301048,42.38301048
Metro Blend,40.76923373,40.76923373,35.03195887,39.99404996,44.13998551,41.280245799999996,42.93949182,42.345525200000004,42.20211533,42.38301048,42.38301048,42.38301048,42.38301048,42.38301048,42.38301048,42.38301048,42.51253264,42.51253264,42.51253264,42.51253264,42.51253264,42.51253264,42.51253264,42.51253264,42.51253264,42.51253264,42.51253264
AGB2A,41.32802686,41.32802686,35.57756731,41.90141636,44.19038154,41.45893047,43.52178414,42.797278399999996,42.5234436,43.17152603,43.17152603,43.17152603,43.17152603,43.17152603,43.17152603,43.17152603,43.17152603,43.17152603,43.17152603,43.17152603,43.17152603,43.17152603,43.17152603,43.17152603,43.17152603,43.17152603,43.17152603
SMB Malapouya,41.37475635,41.37475635,35.74397354,41.91305495,45.02715583,42.18863704,45.09173385,44.35196977,44.07137361,44.73545809,44.73545809,44.73545809,44.73545809,44.73545809,44.73545809,44.73545809,44.73545809,44.73545809,44.73545809,44.73545809,44.73545809,44.73545809,44.73545809,44.73545809,44.73545809,44.73545809,44.73545809
GDM,41.53037809,41.53037809,35.78017815,42.05010278,45.077175700000005,43.06784035,45.73974281,45.02159899,44.74842244,45.39494699,45.39494699,45.39494699,45.39494699,45.39494699,45.39494699,45.39494699,45.39494699,45.39494699,45.39494699,45.39494699,45.39494699,45.39494699,45.39494699,45.39494699,45.39494699,45.39494699,45.39494699
SMB Santou-Houda,42.25971999,42.25971999,35.78017815,42.16840491,46.88725774,44.01928717,46.54116025,45.8343229,45.56693127,46.19976471,46.19976471,46.19976471,46.19976471,46.19976471,46.19976471,46.19976471,46.19976471,46.19976471,46.19976471,46.19976471,46.19976471,46.19976471,46.19976471,46.19976471,46.19976471,46.19976471,46.19976471
MRN,42.39033644,42.39033644,36.42122908,42.16840491,47.18024482,44.57227322,47.80256395,46.94875422,46.63586496,47.30401717,47.30401717,47.30401717,47.30401717,47.30401717,47.30401717,47.30401717,47.30401717,47.30401717,47.30401717,47.30401717,47.30401717,47.30401717,47.30401717,47.30401717,47.30401717,47.30401717,47.30401717
Awaso,42.81624811,42.81624811,37.04018804,42.24123953,47.47692816,45.25808128,48.57921089,47.524564700000006,47.01311266,48.24493537,48.24493537,48.24493537,48.24493537,48.24493537,48.24493537,48.24493537,48.24493537,48.24493537,48.24493537,48.24493537,48.24493537,48.24493537,48.24493537,48.24493537,48.24493537,48.24493537,48.24493537
AMR,42.88194289,42.88194289,37.22160384,42.36446443,47.65520766,45.72964943,48.73913938,48.16009686,47.88047791,48.54742944,48.54742944,48.54742944,48.54742944,48.54742944,48.54742944,48.54742944,48.54742944,48.54742944,48.54742944,48.54742944,48.54742944,48.54742944,48.54742944,48.54742944,48.54742944,48.54742944,48.54742944
Aurum Xinfa-Fiji,43.11042919,43.11042919,37.31830448,42.43557044,47.94385135,45.85748201,48.89729493,48.16394113,47.88334497,48.69158436,48.69158436,48.69158436,48.69158436,48.69158436,48.69158436,48.69158436,48.69158436,48.69158436,48.69158436,48.69158436,48.69158436,48.69158436,48.69158436,48.69158436,48.69158436,48.69158436,48.69158436
Gujarat & Maharashtra,44.34188964,44.34188964,37.64001984,42.71419967,48.07741701,45.95178535,49.19607309,48.6277672,48.34652977,49.11343465,49.11343465,49.11343465,49.11343465,49.11343465,49.11343465,49.11343465,49.11343465,49.11343465,49.11343465,49.11343465,49.11343465,49.11343465,49.11343465,49.11343465,49.11343465,49.11343465,49.11343465
Rundi,44.49053078,44.49053078,37.73620096,43.30724584,48.78219236,45.97932713,49.49560754,48.76116562,48.48056946,49.14465394,49.14465394,49.14465394,49.14465394,49.14465394,49.14465394,49.14465394,49.14465394,49.14465394,49.14465394,49.14465394,49.14465394,49.14465394,49.14465394,49.14465394,49.14465394,49.14465394,49.14465394
Mokanji,45.71312645,45.71312645,38.32209564,43.41146224,48.84516605,46.3273901,50.08261947,49.07647646,48.59113164,49.68593261,49.68593261,49.68593261,49.68593261,49.68593261,49.68593261,49.68593261,49.68593261,49.68593261,49.68593261,49.68593261,49.68593261,49.68593261,49.68593261,49.68593261,49.68593261,49.68593261,49.68593261
SMB Kaboye,45.96720239,45.96720239,39.09116735,43.78163057,49.55107721,46.83870944,50.13729983,49.36224125,49.06706867,49.76565103,49.76565103,49.76565103,49.76565103,49.76565103,49.76565103,49.76565103,49.76565103,49.76565103,49.76565103,49.76565103,49.76565103,49.76565103,49.76565103,49.76565103,49.76565103,49.76565103,49.76565103
Dabiss N,46.38684744,46.38684744,39.21112175,44.34776327,49.62562999,47.04277402,50.32786191,49.63685712,49.36946549,50.00229893,50.00229893,50.00229893,50.00229893,50.00229893,50.00229893,50.00229893,50.00229893,50.00229893,50.00229893,50.00229893,50.00229893,50.00229893,50.00229893,50.00229893,50.00229893,50.00229893,50.00229893
Discovery Bay,46.97032642,46.97032642,39.25660888,44.5282131,49.7784786,47.56352167,51.20662527,50.47716142,50.19656526,50.67305556,50.67305556,50.67305556,50.67305556,50.67305556,50.67305556,50.67305556,50.67305556,50.67305556,50.67305556,50.67305556,50.67305556,50.67305556,50.67305556,50.67305556,50.67305556,50.67305556,50.67305556
SMB Dabiss S,48.34578153,48.34578153,39.41551263,45.81952921,50.38657963,49.09299143,52.44363476,51.95206081,51.678226,50.86064974,50.86064974,50.86064974,50.86064974,50.86064974,50.86064974,50.86064974,50.86064974,50.86064974,50.86064974,50.86064974,50.86064974,50.86064974,50.86064974,50.86064974,50.86064974,50.86064974,50.86064974
Ashapura Guinea,48.74518788,48.74518788,41.45209861,46.88756526,50.97980909,50.11888352,52.65954820000001,52.08126581,51.91004423,52.32630844,52.32630844,52.32630844,52.32630844,52.32630844,52.32630844,52.32630844,52.32630844,52.32630844,52.32630844,52.32630844,52.32630844,52.32630844,52.32630844,52.32630844,52.32630844,52.32630844,52.32630844
Kuantan & Johor,51.01668907,51.01668907,42.08736955,50.19246853,53.37337012,50.90736256,53.95739331,52.88501459,52.37112133,52.58021868,52.58021868,52.58021868,52.58021868,52.58021868,52.58021868,52.58021868,52.58021868,52.58021868,52.58021868,52.58021868,52.58021868,52.58021868,52.58021868,52.58021868,52.58021868,52.58021868,52.58021868
Aurukun,55.78106736,55.78106736,49.78882418,61.63281389,62.33486906,58.87931973,60.28766084,59.95712946,59.80094383,56.14308417,56.14308417,56.14308417,56.14308417,56.14308417,56.14308417,56.14308417,56.14308417,56.14308417,56.14308417,56.14308417,56.14308417,56.14308417,56.14308417,56.14308417,56.14308417,56.14308417,56.14308417
Metallica,57.99991144,57.99991144,50.92676326,62.23549918,66.38141516,60.59287702,61.18296865,60.85171973,60.69385856,61.19904574,61.19904574,61.19904574,61.19904574,61.19904574,61.19904574,61.19904574,61.19904574,61.19904574,61.19904574,61.19904574,61.19904574,61.19904574,61.19904574,61.19904574,61.19904574,61.19904574,61.19904574
Dom. Rep.,58.2568332,58.2568332,51.88280711,62.80719379999999,66.39718657,61.25098735,65.70520498,64.71334845,64.34052902,63.07065207,63.07065207,63.07065207,63.07065207,63.07065207,63.07065207,63.07065207,63.07065207,63.07065207,63.07065207,63.07065207,63.07065207,63.07065207,63.07065207,63.07065207,63.07065207,63.07065207,63.07065207
Mirai,61.86864739,61.86864739,54.45739747,67.90336604,71.13240466,67.98238284,73.11111332,71.86291346,71.29361964,72.60963257,72.60963257,72.60963257,72.60963257,72.60963257,72.60963257,72.60963257,72.60963257,72.60963257,72.60963257,72.60963257,72.60963257,72.60963257,72.60963257,72.60963257,72.60963257,72.60963257,72.60963257
Rondon do Para,75.46156005,75.46156005,61.17632068,77.05889673,84.6691873,82.46904419,80.77079040000001,79.73622195,79.35331036,80.17056404,80.17056404,80.17056404,80.17056404,80.17056404,80.17056404,80.17056404,80.17056404,80.17056404,80.17056404,80.17056404,80.17056404,80.17056404,80.17056404,80.17056404,80.17056404,80.17056404,80.17056404
